objectid,geoid10,sqmiles,hood,hood_no,unique_id,geometry,art_count,playground_count,description_b,description,walkscore,transitscore,bikescore,population,desc_all
1293,420039806001,0.383,Chateau,22,113,"POLYGON ((1334127.19551441 418284.605939403, 1334150.46055974 418183.060210735, 1334156.14591584 418157.74103564, 1334157.95037416 418149.704634398, 1334164.855216 418115.270648152, 1334185.29185492 418011.975907236, 1334191.91881016 417977.549138814, 1334192.62976675 417973.879526734, 1334198.30528033 417944.58627823, 1334216.62971875 417845.71934998, 1334219.42433257 417830.641296148, 1334222.73797424 417812.763707235, 1334258.59321749 417648.94152832, 1334258.65752183 417648.819809392, 1334272.87501308 417583.531226069, 1334295.61184424 417485.463180736, 1334295.57083383 417485.454978645, 1334307.53997 417437.701793313, 1334321.31323642 417382.752100065, 1334327.33947107 417355.565146565, 1334335.77449358 417317.51207307, 1334337.41425408 417308.621670902, 1334342.12356225 417283.092522487, 1334361.19931149 417180.926388234, 1334367.27967991 417146.878227979, 1334369.40664417 417137.744059891, 1334375.04803708 417113.515433818, 1334388.92629017 417054.393832892, 1334398.37213741 417014.155068234, 1334405.87179433 416981.163664401, 1334414.08601674 416943.416692644, 1334414.12341824 416943.249698237, 1334414.19887741 416942.904226482, 1334420.57419275 416914.459401473, 1334464.71025933 416715.439458311, 1334479.14428557 416649.106585726, 1334481.77321734 416636.971439391, 1334490.83356667 416595.146391809, 1334494.06912449 416580.210398063, 1334538.862342 416374.249523893, 1334548.91415916 416328.122975737, 1334553.79669532 416305.717508733, 1334559.29635625 416281.525627986, 1334561.54700792 416271.626369566, 1334584.25988899 416170.095732734, 1334591.74215749 416136.375655815, 1334591.74937533 416136.343831733, 1334591.7697165 416136.25590539, 1334600.02002808 416101.177891567, 1334624.299179 415995.598050237, 1334629.81065091 415971.633859307, 1334632.3090055 415960.771348223, 1334635.7932505 415945.291064233, 1334664.17442733 415819.190594643, 1334668.77349949 415798.756580397, 1334706.89809516 415636.334333062, 1334708.63956149 415628.585004732, 1334722.63067524 415566.323974401, 1334746.31140216 415469.870427147, 1334752.05646941 415448.688054815, 1334765.12304433 415400.509673476, 1334802.43038441 415314.27296932, 1334802.51831074 415314.286420733, 1334834.84862666 415319.21718514, 1334835.13110641 415319.260164067, 1334900.89475441 415332.505216315, 1334933.71785149 415339.278824806, 1334936.999341 415339.955988809, 1334937.00196566 415339.943849728, 1334944.97242217 415303.672596812, 1334968.91955274 415195.915594473, 1334976.90182024 415159.99637498, 1334976.97793558 415160.00752981, 1334991.71281424 415162.165333897, 1334993.90145816 415162.635149226, 1335053.85999966 415175.504217982, 1335166.92506224 415200.455611646, 1335280.089206 415225.428986892, 1335283.48650891 415225.973933309, 1335284.00291207 415226.056938395, 1335360.95124899 415241.201593146, 1335368.22157566 415210.038597733, 1335389.77336983 415117.284846231, 1335396.77499625 415086.492913067, 1335396.83930057 415086.50636448, 1335426.13648608 415092.668753728, 1335450.79785408 415097.855751231, 1335477.52155392 415103.77568689, 1335506.79642974 415110.260910153, 1335547.11983991 415113.06011714, 1335548.90920641 415113.184460729, 1335589.25000499 415116.155911475, 1335600.23128225 415116.964308813, 1335613.93860391 415119.52663964, 1335625.81226783 415121.78516531, 1335667.93324658 415129.797288403, 1335672.83546774 415130.870777071, 1335700.69007082 415136.970830485, 1335798.99794509 415159.94847481, 1335831.49525541 415167.857579723, 1335937.07411249 415192.106218889, 1335966.77024733 415199.358829066, 1336253.69618267 415260.484691069, 1336359.236654 415283.278608724, 1336449.92872983 415302.445893228, 1336575.48687766 415329.379238307, 1336677.18778974 415351.195139557, 1336721.46624449 415360.69315207, 1336811.88896391 415380.233467311, 1336877.67032841 415394.212441981, 1337075.04132475 415437.242539644, 1337128.62914407 415448.981033236, 1337140.49559017 415451.580437481, 1337140.55333284 415451.593232736, 1337147.80725533 415419.702548474, 1337169.01226541 415324.043947145, 1337175.98797324 415292.160152644, 1337195.17330232 415204.570760891, 1337208.93902282 415141.755597815, 1337214.60928708 415115.881633818, 1337225.71654832 415065.42208907, 1337261.49403583 414902.885668725, 1337276.160017 414836.25817731, 1337280.92214657 414814.624690399, 1337286.08847483 414777.320959225, 1337286.72594075 414763.145134568, 1337286.97429983 414757.619555056, 1337287.15540183 414756.67401889, 1337296.75938524 414706.52516906, 1337297.2839905 414703.785017058, 1337312.52674216 414646.908162311, 1337335.00274707 414546.479885474, 1337338.18909241 414529.634774819, 1337346.53520434 414486.054481402, 1337347.88329874 414479.612893224, 1337358.1893805 414430.362991735, 1337359.13097966 414425.603486806, 1337359.42133342 414424.13629815, 1337388.63321725 414281.247148231, 1337391.32645333 414268.073946223, 1337396.14271666 414238.796773806, 1337403.89893475 414189.313933149, 1337405.95011175 414176.228985563, 1337409.31329399 414155.498383984, 1337420.85198483 414084.376807064, 1337430.56456383 414022.543269306, 1337432.57669891 414009.733911723, 1337434.33063242 414001.727694154, 1337450.49989142 413925.968659312, 1337471.99984841 413828.312358558, 1337475.12484217 413814.093883067, 1337495.37512974 413723.062569067, 1337510.12510024 413656.812373474, 1337527.62506525 413578.24986656, 1337542.97313166 413510.161091983, 1337567.293293 413401.337818816, 1337568.40352699 413396.783037901, 1337569.12498225 413393.562571898, 1337589.9999405 413295.750103474, 1337601.37491775 413247.906367153, 1337623.87487274 413199.093800724, 1337625.74954091 413016.404861644, 1337555.75624257 413031.499647737, 1337443.52057466 413081.891607314, 1337353.03486325 413109.928952813, 1337280.88901016 413132.283566892, 1337246.70043024 413148.02106823, 1337136.58188409 413198.710271314, 1336987.69373041 413237.649497896, 1336864.00172058 413299.497471318, 1336859.420693 413317.819941223, 1336795.28433833 413349.888118565, 1336767.79718858 413356.759495899, 1336602.87494625 413416.313838735, 1336460.87457408 413455.249128312, 1336460.85882609 413455.254377648, 1336405.88485466 413480.449865311, 1336372.50368783 413498.897006899, 1336318.84237783 413528.551803231, 1336169.99949966 413572.060246393, 1336169.95389608 413572.072385475, 1336062.29663108 413594.977523401, 1335420.93275633 413824.033823818, 1335420.87501366 413824.033167645, 1335384.28322333 413824.032839566, 1335361.37677307 413833.19391048, 1335343.05266275 413842.358262226, 1335320.14686866 413860.682700649, 1335299.53142433 413892.75120607, 1335185.00179775 413963.759266153, 1335115.345441 414011.567569479, 1335060.48236175 414049.223662153, 1334985.72037216 414075.997558728, 1334971.97696133 414098.903680891, 1334942.19913374 414117.228447393, 1334855.09235258 414178.783442393, 1334770.40485792 414238.629123226, 1334642.13149241 414332.543305486, 1334559.48205142 414394.530058146, 1334486.37097716 414449.362953737, 1334371.84135059 414545.567813814, 1334308.9120145 414607.719920486, 1334186.30267966 414728.815150723, 1334064.90101957 414870.831927061, 1334030.54216442 414898.319076806, 1333938.91800383 415001.39564231, 1333903.1605294 415043.654416069, 1333863.32825999 415090.728796974, 1333842.71281566 415097.600502402, 1333803.58887817 415120.422963306, 1333787.74114083 415129.668023556, 1333723.60150532 415235.036251143, 1333723.60117725 415273.976461977, 1333702.98606099 415299.173261985, 1333659.46416642 415390.797094479, 1333638.84872209 415422.8655999, 1333620.13550492 415429.670376316, 1333613.65225016 415432.027983144, 1333613.63912682 415432.026014641, 1333597.6181615 415429.736977234, 1333583.64279574 415456.523012891, 1333570.13133983 415482.419286564, 1333571.26257116 415483.83595039, 1333579.29306692 415493.873988062, 1333580.47547925 415500.970430568, 1333581.58341666 415507.617726982, 1333481.17908992 415626.847147316, 1333471.63383341 415638.180786058, 1333471.62759984 415638.189316228, 1333463.76344232 415649.987849057, 1333412.07883441 415727.514596894, 1333372.07300891 415775.213976562, 1333352.52317925 415798.52331315, 1333344.87654099 415815.901559234, 1333327.32637924 415855.788290486, 1333292.96752408 415915.166124478, 1333253.49516208 415928.321938068, 1333235.07590757 415949.373733237, 1333228.65433249 415958.363872737, 1333221.91878167 415967.793643892, 1333208.76165575 415986.213554561, 1333174.55306275 416038.842058226, 1333146.92286867 416052.831531569, 1333120.00133458 416079.752081394, 1333099.29304266 416108.744477481, 1333084.79700866 416129.453097478, 1333066.15925066 416156.373975396, 1333051.66354474 416179.153457403, 1333041.30923474 416199.8620774, 1333022.67147675 416216.428645313, 1333002.77814382 416270.257277817, 1332987.46649466 416311.687969223, 1332968.82873666 416359.317795232, 1332929.48203059 416423.514189154, 1332927.3557225 416428.121135309, 1332917.05685858 416450.435067058, 1332917.05685858 416481.49799706, 1332912.9148065 416506.348341063, 1332867.22034408 416662.66856648, 1332834.22106625 416775.559744895, 1332831.53537607 416790.329728484, 1332825.93729016 416821.118708894, 1332818.40515299 416859.854523808, 1332811.44092807 416895.669412807, 1332805.22801399 416943.299238816, 1332793.57121316 416980.600017235, 1332784.51906592 417009.566494733, 1332779.91933759 417023.365023568, 1332767.95184183 417059.267182723, 1332769.36391249 417098.810410723, 1332770.02237575 417117.251318723, 1332769.37834816 417153.293569475, 1332767.9505295 417233.219590724, 1332772.09159733 417282.920278728, 1332780.37504533 417311.910050154, 1332788.65816525 417326.408380732, 1332792.50723891 417328.332917556, 1332796.94128516 417330.550104737, 1332805.22473316 417334.692156807, 1332805.24999557 417334.687235564, 1332825.87495433 417330.562243819, 1332825.93302508 417330.550432816, 1332832.145283 417334.692156807, 1332831.54193774 417343.743319809, 1332830.07442099 417365.755086809, 1332811.436663 417369.895170391, 1332788.65783717 417369.896482736, 1332788.64536999 417369.906325236, 1332778.30352716 417378.179930732, 1332774.83962333 417382.79868789, 1332772.09094116 417386.463378727, 1332765.87868324 417400.959084645, 1332765.87737091 417400.968599066, 1332765.87704283 417419.595858395, 1332761.73630308 417442.376324654, 1332767.948561 417463.084944651, 1332771.45019442 417472.423180565, 1332774.16081892 417479.651840642, 1332778.30254291 417496.218736649, 1332787.09878516 417565.128047645, 1332790.72673066 417593.549578726, 1332794.869767 417759.218538731, 1332790.3914295 417781.595790565, 1332784.51250425 417810.989760652, 1332774.15786617 417839.981828645, 1332771.69789733 417847.36173515, 1332767.94528016 417858.619586647, 1332767.94528016 417881.399068654, 1332765.87409008 417966.307035312, 1332759.66019174 418102.98097457, 1332761.02075332 418113.867107645, 1332761.73072566 418119.54819864, 1332767.94331166 418127.831646651, 1332771.74251667 418134.163983062, 1332774.15556958 418138.185956642, 1332777.40523499 418140.352290899, 1332780.36782749 418142.327680647, 1332784.03448683 418148.744334474, 1332788.6512755 418156.823714644, 1332787.83861308 418163.325342059, 1332786.58238199 418173.374862641, 1332786.58041349 418173.39061065, 1332776.2261035 418173.39061065, 1332751.37608758 418183.746232986, 1332736.87808508 418183.745904893, 1332726.52607167 418187.886316568, 1332719.358107 418214.764871731, 1332718.24656066 418218.936451316, 1332718.24524833 418218.948918477, 1332718.24492024 418245.871764898, 1332720.19209483 418298.530780315, 1332726.52377509 418469.523220479, 1332720.45292108 418489.253167897, 1332718.239999 418496.444426477, 1332716.822679 418498.806626484, 1332712.027413 418506.798736483, 1332710.15897842 418521.74719739, 1332705.814827 418556.499424487, 1332700.3797985 418587.748705819, 1332697.53072283 418604.128922403, 1332616.76612058 418852.631706223, 1332616.26940241 418856.60643582, 1332614.69525857 418869.198602229, 1332502.87067908 419115.628555566, 1332502.63380291 419118.209587142, 1332500.79719241 419138.409677982, 1332500.69253384 419138.618667066, 1332509.23188683 419139.467090562, 1332515.93626975 419140.38670814, 1332563.39713283 419150.001846403, 1332563.78492732 419150.080586404, 1332578.90005457 419153.289569482, 1332586.73599692 419154.952951983, 1332798.40388066 419202.679890648, 1332845.05339366 419213.325210556, 1332868.68458 419218.71791631, 1332875.59762391 419220.156561732, 1332940.32780941 419233.627663404, 1333107.36028375 419269.567880228, 1333151.9536985 419279.163005397, 1333155.01635641 419279.822124809, 1333161.097381 419281.154799312, 1333226.40007192 419295.468090892, 1333282.08401567 419306.783028901, 1333293.55446516 419309.037289485, 1333344.53106925 419319.516599223, 1333386.45979117 419328.136004567, 1333480.40678175 419355.225517318, 1333493.33392124 419359.993224308, 1333545.66288483 419381.335045144, 1333558.03589158 419386.381294891, 1333565.0985415 419379.639182404, 1333574.0709645 419371.389855057, 1333586.02763349 419360.148079649, 1333592.82158317 419353.777357474, 1333616.73524925 419331.294134736, 1333622.70603783 419325.643883556, 1333630.59184884 419318.181300059, 1333644.70402533 419304.301078483, 1333673.20921767 419276.264389142, 1333679.67672442 419269.725688308, 1333685.41621424 419263.923206478, 1333687.31614482 419262.051819146, 1333709.997858 419242.578760982, 1333711.82396983 419241.010850728, 1333734.96893667 419221.098488986, 1333762.19952525 419197.801291481, 1333771.68343017 419187.716337889, 1333801.20338425 419155.977556229, 1333822.3263735 419133.202011228, 1333830.46677716 419124.451700643, 1333854.28398675 419098.849717736, 1333872.97883125 419079.052185148, 1333896.59853466 419054.069295481, 1333909.81668408 419040.088680401, 1333924.18771833 419024.888251483, 1333929.06303667 419019.660243556, 1333933.66604583 419014.877772808, 1333947.76739559 419000.227211565, 1333958.914683 418988.188193649, 1333964.01506649 418982.679674476, 1333971.90743916 418962.082274735, 1333977.83623308 418946.609208569, 1333977.87494691 418946.437620983, 1333977.88577366 418946.390376985, 1333987.8339165 418902.620451391, 1334061.78193133 418575.646039724, 1334086.249074 418466.781099975, 1334090.71231966 418447.144656315, 1334092.99807625 418437.088574067, 1334108.74148308 418365.877758473, 1334112.68832558 418348.025431976, 1334119.15911317 418318.340123892, 1334121.30346583 418309.338829562, 1334127.19551441 418284.605939403))",0.0,0.0,"chateau is a pittsburgh neighborhood located on the north shore on the banks of the ohio river.  the neighborhood was actually created in the 1960’s by the construction of ohio river boulevard (route 65)  cutting off a portion of manchester.  the area is bordered by manchester, allegheny west, marshall-shadeland and the north shore.




     
 the area is mostly industrial and commercial warehouses and facilities, harboring a total residential population of under 50 people (39 as of the 2000 census).  thus, the neighborhood is considered virtually uninhabited.  ",,,,,," chateau is a pittsburgh neighborhood located on the north shore on the banks of the ohio river.  the neighborhood was actually created in the 1960’s by the construction of ohio river boulevard (route 65)  cutting off a portion of manchester.  the area is bordered by manchester, allegheny west, marshall-shadeland and the north shore.




     
 the area is mostly industrial and commercial warehouses and facilities, harboring a total residential population of under 50 people (39 as of the 2000 census).  thus, the neighborhood is considered virtually uninhabited.  "
1294,420032612001,0.439,Summer Hill,81,57,"POLYGON ((1339850.63091791 432956.64024356, 1339858.40025933 432713.999652728, 1340348.74901617 432716.559358895, 1340348.80446224 432716.559358895, 1340293.6835095 432573.86771515, 1340257.33810975 432479.781289145, 1340270.4591465 432139.828228891, 1340551.35851908 432128.939471141, 1340627.87509833 432125.972613558, 1340627.92693549 432125.971301228, 1340643.78090641 432329.948583558, 1340643.78221874 432329.965315819, 1340747.68949124 432262.076672062, 1341027.81688374 432079.052759901, 1341320.60566825 431994.914476737, 1341320.62568133 431994.90955548, 1341428.61070158 431970.877123237, 1341522.87166791 432048.494750142, 1341696.62525742 432191.569923311, 1341696.64691091 432191.587639809, 1341703.44610991 431648.501783729, 1341716.49070324 430606.532410979, 1341721.99036416 430193.713026643, 1341725.37848075 429939.25356181, 1341778.32653758 426695.719038397, 1341778.25009416 426695.781374231, 1341690.02093992 426773.612583399, 1341689.72369641 426773.874721974, 1341688.25486733 426775.297619402, 1341679.67647241 426783.606329814, 1341648.710327 426813.185995057, 1341638.11618808 426823.295554891, 1341622.60211149 426837.640998647, 1341615.82522216 426843.90771839, 1341576.87221608 426872.830232725, 1341527.89298333 426909.19728598, 1341514.19386375 426917.564395234, 1341501.116134 426922.465632141, 1341499.5984205 426923.034528643, 1341499.58562525 426923.037481397, 1341418.83316208 426931.660823733, 1341396.92080432 426934.406881228, 1341380.44938058 426932.276636153, 1341363.97762875 426926.991541728, 1341363.61608091 426926.875728309, 1341357.53932141 426923.786495641, 1341350.64793099 426920.282893732, 1341331.35728717 426905.834103733, 1341324.10172425 426897.99553673, 1341320.48329316 426894.086095735, 1341318.75101316 426891.897779897, 1341218.120637 426764.78025198, 1341213.89262708 426759.664448559, 1341131.40755583 426659.854280725, 1341105.31115133 426640.479319483, 1341022.24373217 426591.218263149, 1341006.78477357 426617.24347356, 1340987.29498316 426650.054103479, 1340976.203798 426664.243051484, 1340950.38003075 426697.279074654, 1340922.80364233 426724.921735898, 1340917.55135624 426730.186817229, 1340886.71513183 426753.933488891, 1340840.34350541 426779.534815639, 1340823.61355199 426789.07285431, 1340767.69437249 426811.274253473, 1340747.69703716 426817.172535643, 1340608.06444241 426858.356836483, 1340603.42140707 426859.509721309, 1340588.43259192 426863.231826723, 1340550.56915058 426873.310546726, 1340295.161853 427712.180916235, 1340282.83937109 427752.582410231, 1340124.15005592 428847.356139317, 1340064.39328566 428828.113395646, 1340056.80668667 428923.057103395, 1340054.80767491 429008.018547639, 1340045.59640725 429082.960654974, 1340042.37462892 429109.281468481, 1340036.67090017 429147.327324152, 1340035.01342316 429158.666868404, 1340032.15220842 429177.325623736, 1340029.79099266 429193.784908399, 1340027.87432984 429205.860015482, 1340014.30906825 429295.490413651, 1340004.76249941 429357.32198289, 1339974.2077705 429565.824518651, 1339960.66186583 429656.183589891, 1339950.505062 429726.776952639, 1339931.05234499 429858.102149308, 1339918.63570316 429938.228629485, 1339907.36735299 430008.850207403, 1339927.14552866 430009.801649064, 1339953.33740541 430011.317722142, 1339985.93314074 430013.034254149, 1340005.44294424 430014.357086152, 1339972.0187985 430241.154204726, 1339950.14646691 430364.888537318, 1339922.97887033 430466.52908206, 1339888.24895291 430566.176520556, 1339846.48427266 430662.724227726, 1339776.60514733 430780.399845392, 1339757.82336074 430807.483452648, 1339697.09710425 430782.800431147, 1339656.04731758 430765.995018557, 1339622.03229375 430752.289337307, 1339615.58348775 430761.200408727, 1339575.26860775 430816.531990975, 1339566.37328433 430827.692401737, 1339552.85821949 430842.653985977, 1339527.9563664 430870.220859975, 1339513.24478166 430958.423439473, 1339497.81108549 431051.017414391, 1339455.06609225 431304.657327056, 1339461.38268067 431304.229834482, 1339498.39146492 431301.72524631, 1339470.79965658 431397.546248898, 1339447.97949225 431484.134658396, 1339400.88214549 431643.864981979, 1339390.60296658 431687.858988479, 1339359.70210974 431817.292456642, 1339359.20965666 431819.855443642, 1339350.33959566 431864.542362154, 1339343.48363824 431863.107981816, 1339320.8823055 431858.37997289, 1339302.230768 431854.478077814, 1339290.2012645 431851.87112765, 1339277.15371841 431849.069624066, 1339235.58031075 431840.143132731, 1339109.76724216 431813.129407227, 1339093.148509 431809.629086152, 1339055.78244199 431801.758695066, 1339049.35988267 431800.829891145, 1339006.63621482 431794.636990145, 1338981.78947975 431791.265277728, 1338940.54907666 431788.678340644, 1338922.50580566 431790.234439895, 1338915.38705349 431792.199987143, 1338900.68203041 431796.260346487, 1338893.43368533 431798.656010985, 1338879.164685 431803.371880814, 1338849.97347042 431813.57396014, 1338837.5289415 431817.92303282, 1338826.72056416 431822.542446151, 1338813.03752066 431828.39053157, 1338804.23406059 431832.260602564, 1338743.50386707 431872.447201982, 1338740.802757 431874.252316475, 1338720.25522591 431887.984900564, 1338695.96327974 431903.934343725, 1338694.26347999 431905.050483227, 1338688.92261142 431908.595751733, 1338616.03004067 431956.983450234, 1338589.76992258 431974.420423225, 1338567.62429757 431989.565734148, 1338501.18709449 432035.001010731, 1338478.76325484 432050.1532114, 1338382.41535041 432114.013647974, 1338378.09777375 432116.875190809, 1338375.9960719 432118.290542319, 1338358.4078525 432130.135334894, 1338332.36066049 432145.016210645, 1338302.93388207 432153.94991982, 1338295.646167 432156.162513807, 1338281.70787466 432157.583114654, 1338252.63772283 432160.546363309, 1338212.50033592 432157.568022817, 1338179.79502074 432151.483389318, 1338088.23811725 432128.689143568, 1338080.62264691 432127.779696569, 1338045.54266457 432123.590072393, 1338035.82089925 432122.630100563, 1338033.82844916 432122.433250561, 1337965.473599 432125.646170646, 1337958.98443875 432126.235408306, 1337931.88967666 432128.695377141, 1337915.23682283 432130.216371477, 1337901.36381908 432131.665843651, 1337900.01703699 432130.674375817, 1337865.14046633 432132.839725807, 1337866.14932258 432136.214719057, 1337855.51023625 432138.414845899, 1338026.62111449 432691.172270566, 1338026.6250515 432691.187362403, 1338102.60094941 433020.287754059, 1338102.62489949 433020.281520486, 1338217.91043007 432991.6316434, 1338217.92519383 432991.628034487, 1338344.65033408 433015.30810523, 1338456.73081858 433037.23949182, 1339172.72774616 432532.339254901, 1339353.70080942 432516.394732982, 1339353.70671491 432516.410152897, 1339388.93597516 432605.564174056, 1339408.18593666 432654.279299736, 1339422.75152433 432751.05010356, 1339428.84895308 432791.560849309, 1339593.57500158 433142.154964402, 1339698.8264315 433281.755406976, 1339754.03268591 433354.978357643, 1339771.13698241 433364.199467808, 1339836.45378092 433399.412323892, 1339836.45476516 433399.38181214, 1339850.63091791 432956.64024356))",0.0,0.0,"summer hill was originally part of reserve township.  in 1922, the city of pittsburgh annexed the neighborhood on halloween.  the area was mostly residential and not very populated until the late 1960’s, when the urban redevelopment authority proposed a 51 acre residential area known as “harpen hilltop”.   the development was to have over 370 private single family homes and a high-rise with over 270 units for elderly residents of the area.  this was due mostly to construction of the i-279 corridor through to the northern suburbs of pittsburgh that was dislocating residents of that area.  earlier maps of the area do show it as “harmen hilltop” around 1974.  the name “summer hill” appears to have been adopted in the late 1970’s. the area is bordered by pittsburgh neighborhoods observatory hill and northview heights on the south and the pittsburgh suburbs of reserve township and ross township to the north.  ",,5,41,15,793," summer hill was originally part of reserve township.  in 1922, the city of pittsburgh annexed the neighborhood on halloween.  the area was mostly residential and not very populated until the late 1960’s, when the urban redevelopment authority proposed a 51 acre residential area known as “harpen hilltop”.   the development was to have over 370 private single family homes and a high-rise with over 270 units for elderly residents of the area.  this was due mostly to construction of the i-279 corridor through to the northern suburbs of pittsburgh that was dislocating residents of that area.  earlier maps of the area do show it as “harmen hilltop” around 1974.  the name “summer hill” appears to have been adopted in the late 1970’s. the area is bordered by pittsburgh neighborhoods observatory hill and northview heights on the south and the pittsburgh suburbs of reserve township and ross township to the north.  "
